latitude,longitude,recorded_at,day_of_week,day_of_week_num,is_weekend,month,hour,period,noise_class,noise_level_dba
43.235813,76.915692,2026-04-30T18:36:14+05:00,Thursday,3,0,4,18,evening,animals,52.43
43.254122,76.945106,2025-11-28T12:08:35+05:00,Friday,4,0,11,12,daytime,human,62.02
43.265785,76.926879,2025-11-28T21:15:56+05:00,Friday,4,0,11,21,late_evening,human,62.21
43.260461,76.973716,2025-12-03T15:19:24+05:00,Wednesday,2,0,12,15,daytime,transport,51.84
43.263124,76.954812,2026-02-25T22:01:58+05:00,Wednesday,2,0,2,22,late_evening,others,48.04
43.282342,76.892635,2026-01-09T15:25:25+05:00,Friday,4,0,1,15,daytime,building_noise,76.28
43.350477,77.04127,2025-12-07T16:43:57+05:00,Sunday,6,1,12,16,daytime,transport,71.01
43.260371,76.97358,2025-11-08T14:08:19+05:00,Saturday,5,1,11,14,daytime,animals,49.89
43.216047,76.925353,2026-02-21T09:47:08+05:00,Saturday,5,1,2,9,morning,transport,68.99
43.221899,76.901927,2026-04-19T12:27:52+05:00,Sunday,6,1,4,12,daytime,human,59.54
43.237801,76.923641,2026-04-02T18:38:33+05:00,Thursday,3,0,4,18,evening,transport,76.43
43.231417,76.974548,2026-02-02T23:43:14+05:00,Monday,0,0,2,23,late_evening,others,39.27
43.262346,76.955091,2026-03-27T17:03:01+05:00,Friday,4,0,3,17,evening,human,68.6
43.238358,76.929767,2025-12-03T22:40:35+05:00,Wednesday,2,0,12,22,late_evening,alert,72.83
43.236443,76.975535,2025-11-18T06:51:19+05:00,Tuesday,1,0,11,6,morning,animals,35.0
43.262856,76.95233,2026-05-02T16:44:02+05:00,Saturday,5,1,5,16,daytime,others,62.52
43.257962,76.968239,2026-01-27T17:54:51+05:00,Tuesday,1,0,1,17,evening,transport,61.8
43.224033,76.928846,2026-02-16T04:07:12+05:00,Monday,0,0,2,4,night,transport,53.62
43.246756,76.860138,2026-03-24T18:42:05+05:00,Tuesday,1,0,3,18,evening,transport,78.04
43.236326,76.930197,2026-05-02T17:07:09+05:00,Saturday,5,1,5,17,evening,transport,72.3
43.231115,76.974406,2026-02-02T23:40:14+05:00,Monday,0,0,2,23,late_evening,others,39.77
43.278434,76.898144,2026-01-08T22:48:59+05:00,Thursday,3,0,1,22,late_evening,transport,61.68
43.355302,77.04095,2026-01-13T09:29:27+05:00,Tuesday,1,0,1,9,morning,transport,79.8
43.234908,76.957377,2025-12-07T23:40:42+05:00,Sunday,6,1,12,23,late_evening,human,66.69
43.264465,76.952962,2026-04-15T23:51:44+05:00,Wednesday,2,0,4,23,late_evening,others,46.12
43.262086,76.954736,2026-05-06T08:01:53+05:00,Wednesday,2,0,5,8,morning,others,54.31
43.280471,76.896606,2026-04-23T09:56:20+05:00,Thursday,3,0,4,9,morning,building_noise,76.87
43.26352,76.930719,2025-11-18T15:05:16+05:00,Tuesday,1,0,11,15,daytime,human,65.53
43.354322,77.039731,2026-04-14T07:05:24+05:00,Tuesday,1,0,4,7,morning,transport,79.79
43.223843,76.902343,2025-11-18T22:05:11+05:00,Tuesday,1,0,11,22,late_evening,others,49.01
43.256903,76.972469,2026-01-18T21:25:23+05:00,Sunday,6,1,1,21,late_evening,animals,40.19
43.266517,76.927723,2025-11-09T22:21:54+05:00,Sunday,6,1,11,22,late_evening,human,65.77
43.239038,76.921149,2026-03-09T18:56:34+05:00,Monday,0,0,3,18,evening,transport,75.94
43.237288,76.955623,2026-04-29T12:26:24+05:00,Wednesday,2,0,4,12,daytime,human,61.72
43.261518,76.951743,2026-04-24T09:15:43+05:00,Friday,4,0,4,9,morning,human,65.8
43.341251,76.954275,2026-01-02T19:19:16+05:00,Friday,4,0,1,19,evening,animals,54.95
43.264363,76.927901,2026-04-03T22:56:41+05:00,Friday,4,0,4,22,late_evening,human,59.41
43.263468,76.821598,2026-02-27T14:45:05+05:00,Friday,4,0,2,14,daytime,human,57.04
43.262449,76.954335,2026-02-11T23:49:46+05:00,Wednesday,2,0,2,23,late_evening,transport,53.94
43.267716,76.823362,2025-12-04T18:14:35+05:00,Thursday,3,0,12,18,evening,human,63.77
43.281525,76.887923,2026-04-04T20:36:42+05:00,Saturday,5,1,4,20,evening,transport,62.71
43.248913,76.939226,2026-04-30T02:14:09+05:00,Thursday,3,0,4,2,night,others,54.82
43.233423,76.952797,2026-02-28T16:10:31+05:00,Saturday,5,1,2,16,daytime,human,66.33
43.229565,76.975976,2025-11-08T22:17:46+05:00,Saturday,5,1,11,22,late_evening,others,40.68
43.341912,76.945184,2026-03-23T09:38:43+05:00,Monday,0,0,3,9,morning,transport,75.47
43.26494,76.819066,2026-04-12T12:38:54+05:00,Sunday,6,1,4,12,daytime,human,55.04
43.342279,76.947544,2026-03-14T08:06:59+05:00,Saturday,5,1,3,8,morning,transport,68.48
43.257449,76.970844,2026-02-06T23:10:45+05:00,Friday,4,0,2,23,late_evening,animals,39.74
43.281272,76.894649,2026-02-21T13:50:48+05:00,Saturday,5,1,2,13,daytime,building_noise,75.59
43.258962,76.974095,2026-02-04T08:06:11+05:00,Wednesday,2,0,2,8,morning,animals,39.19
43.214777,76.927863,2026-01-26T16:26:21+05:00,Monday,0,0,1,16,daytime,transport,75.89
43.221467,76.902724,2025-11-16T20:27:43+05:00,Sunday,6,1,11,20,evening,others,44.71
43.282477,76.887373,2025-12-25T13:00:31+05:00,Thursday,3,0,12,13,daytime,building_noise,71.95
43.237014,76.955278,2026-03-04T08:43:50+05:00,Wednesday,2,0,3,8,morning,transport,71.83
43.25985,76.972537,2025-11-21T07:26:39+05:00,Friday,4,0,11,7,morning,animals,41.83
43.238275,76.954806,2026-01-13T00:04:42+05:00,Tuesday,1,0,1,0,night,building_noise,69.58
43.2416,76.9306,2025-12-25T08:36:28+05:00,Thursday,3,0,12,8,morning,alert,68.32
43.233645,76.95238,2026-02-27T09:39:48+05:00,Friday,4,0,2,9,morning,transport,76.09
43.276921,76.902783,2026-02-26T14:28:39+05:00,Thursday,3,0,2,14,daytime,building_noise,73.13
43.238867,76.92832,2026-02-25T14:54:49+05:00,Wednesday,2,0,2,14,daytime,transport,61.52
43.259458,76.945572,2026-04-05T22:04:47+05:00,Sunday,6,1,4,22,late_evening,human,66.37
43.265073,76.824455,2026-02-22T07:02:27+05:00,Sunday,6,1,2,7,morning,human,56.91
43.236413,76.958033,2026-04-19T18:06:55+05:00,Sunday,6,1,4,18,evening,human,65.25
43.257599,76.976355,2026-03-01T21:30:06+05:00,Sunday,6,1,3,21,late_evening,animals,35.4
43.235165,76.917778,2026-05-08T22:09:41+05:00,Friday,4,0,5,22,late_evening,transport,58.32
43.217649,76.93228,2026-02-17T21:54:53+05:00,Tuesday,1,0,2,21,late_evening,transport,65.79
43.260597,76.948179,2026-03-24T08:21:14+05:00,Tuesday,1,0,3,8,morning,human,60.09
43.220398,76.899366,2026-05-06T17:33:33+05:00,Wednesday,2,0,5,17,evening,human,54.85
43.233335,76.977967,2026-04-10T15:47:21+05:00,Friday,4,0,4,15,daytime,human,52.06
43.351938,77.04208,2026-01-03T12:04:13+05:00,Saturday,5,1,1,12,daytime,transport,67.5
43.23601,76.913561,2026-02-12T03:57:26+05:00,Thursday,3,0,2,3,night,others,35.0
43.220728,76.928059,2026-04-26T15:08:13+05:00,Sunday,6,1,4,15,daytime,transport,66.52
43.253713,76.946123,2026-04-02T13:13:17+05:00,Thursday,3,0,4,13,daytime,human,60.3
43.260126,76.966181,2025-12-09T07:36:40+05:00,Tuesday,1,0,12,7,morning,others,49.11
43.260753,76.975966,2026-01-26T07:34:18+05:00,Monday,0,0,1,7,morning,animals,43.4
43.350799,77.047371,2026-04-19T08:22:33+05:00,Sunday,6,1,4,8,morning,transport,68.52
43.256377,76.943142,2026-05-02T08:39:46+05:00,Saturday,5,1,5,8,morning,human,68.7
43.254928,76.941816,2026-03-15T07:08:06+05:00,Sunday,6,1,3,7,morning,others,61.72
43.245723,76.857966,2025-11-03T23:05:54+05:00,Monday,0,0,11,23,late_evening,transport,71.4
43.28378,76.892365,2025-11-28T17:26:31+05:00,Friday,4,0,11,17,evening,building_noise,76.43
43.234861,76.957756,2026-04-03T06:54:18+05:00,Friday,4,0,4,6,morning,human,56.17
43.257879,76.965893,2025-12-13T09:11:28+05:00,Saturday,5,1,12,9,morning,others,45.53
43.216794,76.929139,2025-11-25T00:19:00+05:00,Tuesday,1,0,11,0,night,transport,54.7
43.236696,76.920444,2026-04-09T08:53:29+05:00,Thursday,3,0,4,8,morning,transport,81.65
43.234202,76.920767,2025-11-21T08:02:48+05:00,Friday,4,0,11,8,morning,transport,82.58
43.239275,76.931631,2026-02-09T09:21:53+05:00,Monday,0,0,2,9,morning,alert,66.59
43.284106,76.892102,2026-03-31T09:12:40+05:00,Tuesday,1,0,3,9,morning,building_noise,79.42
43.233479,76.955057,2026-03-01T16:09:23+05:00,Sunday,6,1,3,16,daytime,human,65.82
43.236404,76.919947,2025-11-22T07:03:35+05:00,Saturday,5,1,11,7,morning,transport,68.18
43.255799,76.941916,2025-12-03T04:25:13+05:00,Wednesday,2,0,12,4,night,human,54.25
43.281532,76.895576,2026-05-10T19:41:24+05:00,Sunday,6,1,5,19,evening,alert,77.2
43.258018,76.974444,2026-03-30T20:04:15+05:00,Monday,0,0,3,20,evening,animals,36.42
43.251348,76.940119,2026-03-20T11:50:13+05:00,Friday,4,0,3,11,daytime,others,61.42
43.258411,76.975223,2026-05-02T10:02:11+05:00,Saturday,5,1,5,10,morning,animals,47.63
43.260567,76.955501,2025-11-14T07:08:51+05:00,Friday,4,0,11,7,morning,others,47.97
43.353501,77.03862,2025-12-26T15:35:26+05:00,Friday,4,0,12,15,daytime,alert,75.93
43.259294,76.973164,2025-12-27T14:47:30+05:00,Saturday,5,1,12,14,daytime,human,55.64
43.282546,76.890398,2025-11-09T12:11:57+05:00,Sunday,6,1,11,12,daytime,animals,50.28
43.253955,76.9466,2025-11-15T00:03:44+05:00,Saturday,5,1,11,0,night,human,57.83
43.246016,76.943374,2026-02-09T07:14:31+05:00,Monday,0,0,2,7,morning,human,64.04
43.220191,76.930693,2025-11-27T07:04:41+05:00,Thursday,3,0,11,7,morning,transport,80.79
43.266632,76.817102,2026-03-30T10:34:29+05:00,Monday,0,0,3,10,morning,alert,62.43
43.232449,76.975184,2026-01-19T19:18:03+05:00,Monday,0,0,1,19,evening,building_noise,55.49
43.223447,76.902262,2026-01-31T12:58:06+05:00,Saturday,5,1,1,12,daytime,human,55.16
43.263661,76.928516,2026-04-03T18:23:50+05:00,Friday,4,0,4,18,evening,human,68.16
43.25836,76.946482,2025-12-29T02:38:46+05:00,Monday,0,0,12,2,night,human,47.03
43.25902,76.974946,2026-01-07T19:19:01+05:00,Wednesday,2,0,1,19,evening,animals,52.95
43.239194,76.923727,2026-03-20T13:58:54+05:00,Friday,4,0,3,13,daytime,transport,73.61
43.26192,76.954917,2026-03-12T08:50:25+05:00,Thursday,3,0,3,8,morning,others,54.72
43.235812,76.976481,2026-01-26T07:52:05+05:00,Monday,0,0,1,7,morning,others,43.59
43.215722,76.932097,2026-01-21T00:35:58+05:00,Wednesday,2,0,1,0,night,transport,52.93
43.213634,76.93,2025-12-21T15:49:23+05:00,Sunday,6,1,12,15,daytime,building_noise,69.44
43.235881,76.918207,2026-01-19T06:49:34+05:00,Monday,0,0,1,6,morning,transport,50.16
43.237595,76.914629,2025-11-13T10:20:14+05:00,Thursday,3,0,11,10,morning,others,55.95
43.222875,76.902064,2026-02-21T17:02:30+05:00,Saturday,5,1,2,17,evening,human,61.17
43.259191,76.946616,2026-04-01T07:09:03+05:00,Wednesday,2,0,4,7,morning,human,63.77
43.251565,76.863788,2025-11-24T14:10:14+05:00,Monday,0,0,11,14,daytime,transport,69.04
43.217198,76.927764,2026-03-29T07:11:26+05:00,Sunday,6,1,3,7,morning,transport,72.12
43.245996,76.940036,2025-12-10T22:28:16+05:00,Wednesday,2,0,12,22,late_evening,human,66.73
43.220108,76.900411,2026-03-31T09:05:59+05:00,Tuesday,1,0,3,9,morning,others,47.6
43.250932,76.939303,2026-01-11T14:33:48+05:00,Sunday,6,1,1,14,daytime,others,62.95
43.231054,76.974915,2026-04-18T20:14:35+05:00,Saturday,5,1,4,20,evening,others,36.14
43.252977,76.947812,2026-03-28T19:54:31+05:00,Saturday,5,1,3,19,evening,human,65.52
43.263826,76.957048,2026-02-06T09:36:10+05:00,Friday,4,0,2,9,morning,alert,78.7
43.241438,76.933355,2026-04-02T23:45:34+05:00,Thursday,3,0,4,23,late_evening,transport,61.7
43.23916,76.92022,2025-11-19T09:27:02+05:00,Wednesday,2,0,11,9,morning,transport,77.47
43.240837,76.924323,2025-12-31T18:52:29+05:00,Wednesday,2,0,12,18,evening,building_noise,81.74
43.264465,76.823082,2026-04-26T15:54:33+05:00,Sunday,6,1,4,15,daytime,others,54.64
43.239045,76.921814,2026-04-20T14:16:58+05:00,Monday,0,0,4,14,daytime,transport,66.3
43.242177,76.930934,2026-03-14T19:43:38+05:00,Saturday,5,1,3,19,evening,alert,75.41
43.278315,76.891868,2026-03-17T08:36:57+05:00,Tuesday,1,0,3,8,morning,building_noise,80.47
43.34313,76.947839,2025-12-25T09:14:32+05:00,Thursday,3,0,12,9,morning,transport,82.7
43.233948,76.917161,2025-12-02T09:57:56+05:00,Tuesday,1,0,12,9,morning,transport,67.56
43.239933,76.924285,2026-05-07T06:11:03+05:00,Thursday,3,0,5,6,morning,transport,61.35
43.262388,76.95748,2025-11-13T18:40:12+05:00,Thursday,3,0,11,18,evening,human,68.34
43.281114,76.898088,2025-12-24T08:35:52+05:00,Wednesday,2,0,12,8,morning,building_noise,73.05
43.215079,76.929697,2025-11-26T17:24:09+05:00,Wednesday,2,0,11,17,evening,transport,81.35
43.256873,76.967081,2025-12-28T17:03:54+05:00,Sunday,6,1,12,17,evening,human,61.78
43.252908,76.863778,2026-05-05T12:09:06+05:00,Tuesday,1,0,5,12,daytime,transport,65.48
43.238959,76.916246,2026-05-10T03:21:22+05:00,Sunday,6,1,5,3,night,transport,45.44
43.250447,76.946167,2026-04-21T22:42:14+05:00,Tuesday,1,0,4,22,late_evening,human,64.86
43.259392,76.946916,2025-11-30T02:31:55+05:00,Sunday,6,1,11,2,night,human,55.4
43.266651,76.927206,2026-03-11T16:27:32+05:00,Wednesday,2,0,3,16,daytime,human,62.77
43.251977,76.94167,2026-03-12T08:10:14+05:00,Thursday,3,0,3,8,morning,human,73.23
43.260798,76.954807,2026-04-25T09:32:18+05:00,Saturday,5,1,4,9,morning,alert,82.01
43.256672,76.971871,2026-04-27T01:31:49+05:00,Monday,0,0,4,1,night,animals,35.0
43.23328,76.978092,2026-02-13T15:56:35+05:00,Friday,4,0,2,15,daytime,human,51.33
43.249592,76.939101,2026-03-13T08:50:59+05:00,Friday,4,0,3,8,morning,human,58.04
43.223024,76.904245,2026-04-16T23:09:53+05:00,Thursday,3,0,4,23,late_evening,others,40.63
43.257072,76.965945,2026-01-26T17:46:21+05:00,Monday,0,0,1,17,evening,human,57.06
43.233336,76.956601,2025-12-12T04:16:35+05:00,Friday,4,0,12,4,night,building_noise,54.8
43.264455,76.924843,2025-12-12T15:15:43+05:00,Friday,4,0,12,15,daytime,human,60.73
43.251568,76.940856,2025-12-14T13:52:24+05:00,Sunday,6,1,12,13,daytime,human,61.94
43.257163,76.945398,2026-03-05T19:35:56+05:00,Thursday,3,0,3,19,evening,human,67.46
43.29066,76.893781,2025-12-12T18:11:14+05:00,Friday,4,0,12,18,evening,building_noise,76.99
43.255918,76.970117,2025-11-21T08:01:55+05:00,Friday,4,0,11,8,morning,animals,41.61
43.222665,76.901311,2026-01-22T08:13:30+05:00,Thursday,3,0,1,8,morning,others,45.0
43.237809,76.922507,2026-03-10T10:22:06+05:00,Tuesday,1,0,3,10,morning,transport,66.53
43.282419,76.895242,2025-11-10T19:38:27+05:00,Monday,0,0,11,19,evening,transport,65.4
43.248872,76.944245,2025-12-02T20:33:42+05:00,Tuesday,1,0,12,20,evening,human,66.56
43.260425,76.95556,2026-02-06T09:12:04+05:00,Friday,4,0,2,9,morning,human,66.36
43.245546,76.86049,2026-01-02T16:46:45+05:00,Friday,4,0,1,16,daytime,transport,69.8
43.259969,76.964799,2026-03-11T08:23:35+05:00,Wednesday,2,0,3,8,morning,human,56.21
43.265148,76.820964,2026-04-02T18:54:18+05:00,Thursday,3,0,4,18,evening,human,61.17
43.251163,76.947344,2026-03-24T18:21:21+05:00,Tuesday,1,0,3,18,evening,transport,69.5
43.23993,76.931331,2026-01-10T08:29:42+05:00,Saturday,5,1,1,8,morning,alert,69.29
43.234615,76.913842,2026-01-09T16:57:21+05:00,Friday,4,0,1,16,daytime,transport,56.55
43.257615,76.821431,2026-04-21T12:16:20+05:00,Tuesday,1,0,4,12,daytime,human,58.22
43.257799,76.968141,2026-04-18T17:20:39+05:00,Saturday,5,1,4,17,evening,animals,52.76
43.279875,76.894322,2025-11-30T14:50:30+05:00,Sunday,6,1,11,14,daytime,transport,66.87
43.252706,76.943899,2026-04-22T12:16:43+05:00,Wednesday,2,0,4,12,daytime,others,56.82
43.217932,76.925857,2025-11-02T12:08:52+05:00,Sunday,6,1,11,12,daytime,alert,80.19
43.262719,76.954601,2026-03-30T21:15:57+05:00,Monday,0,0,3,21,late_evening,others,47.27
43.236404,76.930447,2026-03-02T12:17:32+05:00,Monday,0,0,3,12,daytime,transport,60.91
43.223643,76.901751,2025-11-20T23:07:48+05:00,Thursday,3,0,11,23,late_evening,others,48.93
43.248876,76.859457,2026-05-08T19:10:54+05:00,Friday,4,0,5,19,evening,alert,88.62
43.258828,76.945949,2026-02-04T17:41:14+05:00,Wednesday,2,0,2,17,evening,human,61.3
43.219267,76.902008,2026-03-08T22:54:10+05:00,Sunday,6,1,3,22,late_evening,others,44.64
43.263561,76.925792,2025-11-28T18:59:39+05:00,Friday,4,0,11,18,evening,human,65.71
43.232075,76.954536,2026-03-26T08:45:18+05:00,Thursday,3,0,3,8,morning,human,70.62
43.247525,76.942203,2026-02-19T22:23:41+05:00,Thursday,3,0,2,22,late_evening,human,66.34
43.257211,76.97225,2025-11-03T15:54:42+05:00,Monday,0,0,11,15,daytime,human,54.51
43.253699,76.944288,2025-11-26T08:20:26+05:00,Wednesday,2,0,11,8,morning,human,65.35
43.284901,76.89654,2025-12-04T12:28:05+05:00,Thursday,3,0,12,12,daytime,building_noise,75.5
43.263783,76.925347,2026-03-03T09:25:54+05:00,Tuesday,1,0,3,9,morning,others,58.27
43.219715,76.9307,2026-04-18T17:14:17+05:00,Saturday,5,1,4,17,evening,transport,73.53
43.239549,76.920699,2025-12-15T08:58:49+05:00,Monday,0,0,12,8,morning,transport,80.19
43.264034,76.92617,2026-04-06T20:18:07+05:00,Monday,0,0,4,20,evening,others,61.37
43.246584,76.941302,2025-11-03T17:48:32+05:00,Monday,0,0,11,17,evening,human,67.36
43.258125,76.947493,2026-03-30T19:17:50+05:00,Monday,0,0,3,19,evening,human,66.53
43.236312,76.91853,2026-03-30T22:35:07+05:00,Monday,0,0,3,22,late_evening,transport,59.38
43.258999,76.974555,2025-12-28T07:33:22+05:00,Sunday,6,1,12,7,morning,animals,38.14
43.264954,76.926164,2026-02-08T17:03:47+05:00,Sunday,6,1,2,17,evening,human,64.2
43.22087,76.899894,2025-11-27T09:32:15+05:00,Thursday,3,0,11,9,morning,others,47.19
43.222488,76.90158,2026-02-05T21:54:39+05:00,Thursday,3,0,2,21,late_evening,others,38.16
43.247871,76.941425,2026-03-20T05:28:03+05:00,Friday,4,0,3,5,night,human,48.29
43.266548,76.823912,2026-02-26T20:40:31+05:00,Thursday,3,0,2,20,evening,human,53.58
43.354205,77.03708,2026-04-27T07:29:16+05:00,Monday,0,0,4,7,morning,transport,77.12
43.280076,76.897893,2026-03-24T15:29:44+05:00,Tuesday,1,0,3,15,daytime,building_noise,78.09
43.249068,76.939728,2025-11-11T09:12:02+05:00,Tuesday,1,0,11,9,morning,human,64.81
43.240825,76.91729,2026-04-17T08:19:17+05:00,Friday,4,0,4,8,morning,transport,72.6
43.254012,76.937697,2026-02-09T18:39:31+05:00,Monday,0,0,2,18,evening,alert,75.29
43.284644,76.891399,2026-04-27T17:02:49+05:00,Monday,0,0,4,17,evening,building_noise,80.04
43.260742,76.964774,2025-11-14T23:48:53+05:00,Friday,4,0,11,23,late_evening,others,41.46
43.214658,76.924981,2025-11-03T17:25:40+05:00,Monday,0,0,11,17,evening,transport,78.34
43.258865,76.973507,2025-12-05T21:54:36+05:00,Friday,4,0,12,21,late_evening,animals,35.0
43.264032,76.9535,2026-01-02T22:01:18+05:00,Friday,4,0,1,22,late_evening,others,45.07
43.23827,76.919625,2025-12-03T18:30:21+05:00,Wednesday,2,0,12,18,evening,transport,82.13
43.220425,76.896932,2026-01-06T11:33:19+05:00,Tuesday,1,0,1,11,daytime,human,52.61
43.284619,76.896663,2026-01-31T14:32:18+05:00,Saturday,5,1,1,14,daytime,building_noise,82.03
43.250517,76.944696,2026-03-06T20:47:22+05:00,Friday,4,0,3,20,evening,human,69.4
43.280325,76.890685,2026-03-14T01:30:28+05:00,Saturday,5,1,3,1,night,building_noise,45.93
43.242953,76.855327,2026-02-02T22:04:10+05:00,Monday,0,0,2,22,late_evening,transport,65.13
43.262013,76.925244,2026-01-29T07:34:59+05:00,Thursday,3,0,1,7,morning,human,65.66
43.216875,76.929772,2025-11-29T07:59:05+05:00,Saturday,5,1,11,7,morning,transport,73.24
43.266574,76.926227,2026-05-07T15:46:16+05:00,Thursday,3,0,5,15,daytime,human,58.79
43.250408,76.864275,2025-11-22T18:54:11+05:00,Saturday,5,1,11,18,evening,transport,71.75
43.261372,76.951643,2025-12-19T23:44:45+05:00,Friday,4,0,12,23,late_evening,others,44.32
43.257572,76.94599,2026-05-10T09:49:30+05:00,Sunday,6,1,5,9,morning,human,68.84
43.239104,76.919121,2026-03-16T08:58:00+05:00,Monday,0,0,3,8,morning,transport,81.59
43.262118,76.955335,2026-02-10T17:07:24+05:00,Tuesday,1,0,2,17,evening,human,68.94
43.259762,76.968354,2026-01-10T11:23:56+05:00,Saturday,5,1,1,11,daytime,animals,46.93
43.245518,76.938709,2026-03-29T09:22:05+05:00,Sunday,6,1,3,9,morning,human,60.99
43.242253,76.859548,2026-03-18T07:01:22+05:00,Wednesday,2,0,3,7,morning,transport,78.47
43.234426,76.957876,2025-11-13T17:54:48+05:00,Thursday,3,0,11,17,evening,transport,75.83
43.217939,76.925462,2025-11-02T12:15:52+05:00,Sunday,6,1,11,12,daytime,alert,78.39
43.354098,77.043108,2026-04-20T20:20:37+05:00,Monday,0,0,4,20,evening,transport,73.59
43.251404,76.945364,2026-02-12T23:07:50+05:00,Thursday,3,0,2,23,late_evening,human,72.66
43.220524,76.927829,2026-01-09T19:44:52+05:00,Friday,4,0,1,19,evening,transport,82.88
43.221449,76.901819,2025-11-01T11:49:58+05:00,Saturday,5,1,11,11,daytime,human,59.0
43.237304,76.954663,2026-03-03T22:27:27+05:00,Tuesday,1,0,3,22,late_evening,human,65.76
43.239361,76.931202,2025-12-16T09:30:08+05:00,Tuesday,1,0,12,9,morning,alert,78.55
43.219311,76.924678,2025-11-06T09:29:02+05:00,Thursday,3,0,11,9,morning,transport,76.17
43.35347,77.045756,2026-03-07T14:51:56+05:00,Saturday,5,1,3,14,daytime,transport,70.27
43.353233,77.045004,2026-04-11T07:13:39+05:00,Saturday,5,1,4,7,morning,transport,72.42
43.237536,76.923323,2026-05-10T17:20:58+05:00,Sunday,6,1,5,17,evening,transport,69.24
43.23645,76.91534,2026-02-08T12:19:34+05:00,Sunday,6,1,2,12,daytime,transport,55.92
43.218341,76.93097,2025-11-25T08:22:04+05:00,Tuesday,1,0,11,8,morning,transport,80.13
43.261733,76.968104,2025-12-22T20:54:54+05:00,Monday,0,0,12,20,evening,others,46.58
43.238789,76.923537,2026-03-28T12:00:39+05:00,Saturday,5,1,3,12,daytime,transport,63.66
43.284183,76.888912,2025-11-15T13:39:14+05:00,Saturday,5,1,11,13,daytime,building_noise,75.68
43.238247,76.927204,2026-03-31T12:57:35+05:00,Tuesday,1,0,3,12,daytime,transport,65.5
43.237196,76.929539,2026-01-03T16:25:20+05:00,Saturday,5,1,1,16,daytime,alert,72.92
43.247473,76.942917,2026-01-31T16:34:29+05:00,Saturday,5,1,1,16,daytime,human,64.63
43.2367,76.920758,2025-12-23T13:01:41+05:00,Tuesday,1,0,12,13,daytime,transport,63.64
43.262242,76.821115,2026-01-18T17:49:38+05:00,Sunday,6,1,1,17,evening,human,62.31
43.250047,76.944481,2025-11-12T07:52:15+05:00,Wednesday,2,0,11,7,morning,animals,55.55
43.249294,76.941612,2026-02-09T06:43:54+05:00,Monday,0,0,2,6,morning,others,50.05
43.243786,76.859232,2026-03-26T08:08:57+05:00,Thursday,3,0,3,8,morning,alert,79.93
43.264964,76.928542,2026-04-27T15:45:49+05:00,Monday,0,0,4,15,daytime,human,66.77
43.239114,76.921554,2025-12-02T13:27:07+05:00,Tuesday,1,0,12,13,daytime,transport,72.67
43.261584,76.969311,2026-01-01T23:47:29+05:00,Thursday,3,0,1,23,late_evening,others,44.83
43.258372,76.975122,2025-12-20T20:19:58+05:00,Saturday,5,1,12,20,evening,animals,36.44
43.278561,76.893919,2025-11-26T18:36:52+05:00,Wednesday,2,0,11,18,evening,building_noise,74.65
43.239507,76.924171,2025-12-28T06:05:50+05:00,Sunday,6,1,12,6,morning,transport,61.97
43.236475,76.921259,2026-02-18T16:06:25+05:00,Wednesday,2,0,2,16,daytime,transport,65.79
43.247968,76.940823,2026-01-31T06:02:27+05:00,Saturday,5,1,1,6,morning,transport,63.82
43.264861,76.92833,2026-03-17T14:35:14+05:00,Tuesday,1,0,3,14,daytime,building_noise,61.24
43.236638,76.91514,2025-11-11T14:01:32+05:00,Tuesday,1,0,11,14,daytime,transport,57.92
43.252617,76.943875,2026-04-11T00:13:31+05:00,Saturday,5,1,4,0,night,human,56.46
43.234665,76.921919,2026-04-24T08:21:15+05:00,Friday,4,0,4,8,morning,building_noise,81.16
43.264713,76.815978,2025-11-29T18:17:13+05:00,Saturday,5,1,11,18,evening,human,70.38
43.250931,76.941247,2025-12-05T13:45:24+05:00,Friday,4,0,12,13,daytime,transport,69.74
43.265506,76.926609,2025-11-04T10:10:58+05:00,Tuesday,1,0,11,10,morning,human,62.62
43.239662,76.924826,2026-02-10T17:20:58+05:00,Tuesday,1,0,2,17,evening,transport,78.09
43.238587,76.914294,2026-02-25T15:22:34+05:00,Wednesday,2,0,2,15,daytime,others,52.92
43.258438,76.943695,2025-12-23T18:05:39+05:00,Tuesday,1,0,12,18,evening,human,62.71
43.251227,76.940985,2026-03-21T21:06:50+05:00,Saturday,5,1,3,21,late_evening,human,73.1
43.237522,76.92051,2025-12-07T07:30:43+05:00,Sunday,6,1,12,7,morning,transport,63.5
43.261529,76.969137,2026-05-10T19:43:20+05:00,Sunday,6,1,5,19,evening,human,61.34
43.239474,76.926041,2026-03-01T12:58:14+05:00,Sunday,6,1,3,12,daytime,transport,65.06
43.23838,76.916311,2026-04-16T18:30:19+05:00,Thursday,3,0,4,18,evening,building_noise,71.79
43.239736,76.929325,2026-02-25T21:38:19+05:00,Wednesday,2,0,2,21,late_evening,alert,71.76
43.284728,76.897143,2025-12-08T12:18:05+05:00,Monday,0,0,12,12,daytime,building_noise,72.58
43.287899,76.899181,2026-04-22T09:34:40+05:00,Wednesday,2,0,4,9,morning,building_noise,71.75
43.258846,76.947688,2025-12-07T07:54:35+05:00,Sunday,6,1,12,7,morning,human,64.25
43.260075,76.947632,2025-12-26T20:41:03+05:00,Friday,4,0,12,20,evening,human,68.05
